,image,label
23939,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_51133184.jpg,happy
23940,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_36054963.jpg,fear
23941,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_29647518.jpg,fear
23942,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_6136192.jpg,neutral
23943,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_43552445.jpg,happy
23944,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_82854036.jpg,surprise
23945,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_83850577.jpg,sad
23946,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_45333014.jpg,sad
23947,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_65743368.jpg,neutral
23948,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_46853948.jpg,angry
23949,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_86535195.jpg,neutral
23950,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_53176062.jpg,happy
23951,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_84900551.jpg,sad
23952,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_84061339.jpg,happy
23953,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_83020237.jpg,happy
23954,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_53967458.jpg,surprise
23955,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_76073661.jpg,happy
23956,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_47523260.jpg,neutral
23957,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_50596360.jpg,happy
23958,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_92298052.jpg,happy
23959,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_15878535.jpg,happy
23960,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_78753503.jpg,fear
23961,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_13563427.jpg,happy
23962,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_76106728.jpg,surprise
23963,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_23125131.jpg,fear
23964,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_60825999.jpg,sad
23965,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_50979959.jpg,happy
23966,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_65319853.jpg,neutral
23967,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_99531165.jpg,angry
23968,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_86357524.jpg,fear
23969,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_52734985.jpg,angry
23970,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_6811677.jpg,surprise
23971,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_2167273.jpg,surprise
23972,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_16524598.jpg,fear
23973,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_59791887.jpg,surprise
23974,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_95356927.jpg,happy
23975,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_49904926.jpg,fear
23976,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_12719875.jpg,happy
23977,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_74370648.jpg,angry
23978,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_18241246.jpg,fear
23979,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_27545418.jpg,surprise
23980,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_73117774.jpg,angry
23981,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_54695888.jpg,surprise
23982,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_49989434.jpg,neutral
23983,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_44656949.jpg,angry
23984,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_28576071.jpg,happy
23985,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_14547056.jpg,happy
23986,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_41571191.jpg,fear
23987,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_39597202.jpg,angry
23988,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_66238017.jpg,happy
23989,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_90068837.jpg,happy
23990,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_59073436.jpg,sad
23991,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_78115403.jpg,sad
23992,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_84902226.jpg,angry
23993,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_23756252.jpg,happy
23994,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_59318108.jpg,fear
23995,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_73479620.jpg,happy
23996,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_16491574.jpg,sad
23997,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_67417746.jpg,happy
23998,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_26384574.jpg,happy
23999,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_84719804.jpg,sad
24000,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_95699288.jpg,sad
24001,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_62733521.jpg,fear
24002,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_99204044.jpg,angry
24003,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_29963343.jpg,fear
24004,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_10679190.jpg,neutral
24005,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_37299016.jpg,happy
24006,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_60591721.jpg,sad
24007,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_10169962.jpg,neutral
24008,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_79061149.jpg,neutral
24009,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_21671106.jpg,fear
24010,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_76961689.jpg,neutral
24011,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_41175113.jpg,happy
24012,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_84901872.jpg,happy
24013,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_4976360.jpg,sad
24014,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_19917759.jpg,happy
24015,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_74419231.jpg,fear
24016,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_7059081.jpg,neutral
24017,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_29616892.jpg,fear
24018,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_3749125.jpg,sad
24019,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_48953160.jpg,sad
24020,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_18078068.jpg,sad
24021,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_87518128.jpg,surprise
24022,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_14778724.jpg,fear
24023,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_17095438.jpg,neutral
24024,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_86352242.jpg,happy
24025,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_68804934.jpg,neutral
24026,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_41096941.jpg,fear
24027,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_74105191.jpg,happy
24028,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_42945036.jpg,angry
24029,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_30382936.jpg,surprise
24030,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_58021605.jpg,fear
24031,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_19037832.jpg,angry
24032,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_29924823.jpg,happy
24033,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_233976.jpg,angry
24034,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_21707242.jpg,fear
24035,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_36090693.jpg,fear
24036,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_60603942.jpg,happy
24037,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_22980215.jpg,neutral
24038,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_53302602.jpg,neutral
24039,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_40045891.jpg,fear
24040,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_47081517.jpg,sad
24041,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_6643088.jpg,happy
24042,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_53369151.jpg,happy
24043,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_61720732.jpg,happy
24044,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_87054946.jpg,neutral
24045,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_10290756.jpg,happy
24046,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_28766758.jpg,angry
24047,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_86136356.jpg,neutral
24048,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_46743995.jpg,fear
24049,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_20846878.jpg,fear
24050,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_88289141.jpg,happy
24051,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_90858925.jpg,sad
24052,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_70732117.jpg,neutral
24053,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_86500138.jpg,happy
24054,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_54146243.jpg,fear
24055,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_88087364.jpg,sad
24056,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_89930272.jpg,surprise
24057,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_93918990.jpg,surprise
24058,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_44496527.jpg,fear
24059,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_58205106.jpg,sad
24060,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_37111492.jpg,sad
24061,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_40874038.jpg,fear
24062,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_32025474.jpg,sad
24063,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_38904535.jpg,happy
24064,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_76775461.jpg,sad
24065,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_54785886.jpg,angry
24066,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_50009737.jpg,angry
24067,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_83501650.jpg,happy
24068,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_69445827.jpg,happy
24069,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_55239625.jpg,happy
24070,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_45109091.jpg,fear
24071,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_51263854.jpg,neutral
24072,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_59513387.jpg,fear
24073,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_58797360.jpg,sad
24074,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_87118259.jpg,happy
24075,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_39308156.jpg,sad
24076,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_80797584.jpg,happy
24077,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_23308778.jpg,happy
24078,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_60965740.jpg,neutral
24079,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_97775259.jpg,happy
24080,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_73373029.jpg,neutral
24081,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_29632995.jpg,angry
24082,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_79761917.jpg,fear
24083,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_25399416.jpg,neutral
24084,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_88851735.jpg,sad
24085,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_18215264.jpg,neutral
24086,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_86046923.jpg,fear
24087,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_1102996.jpg,fear
24088,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_89445312.jpg,happy
24089,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_2745951.jpg,angry
24090,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_21441478.jpg,happy
24091,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_51155668.jpg,surprise
24092,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_74358544.jpg,sad
24093,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_11662130.jpg,neutral
24094,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_68836974.jpg,sad
24095,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_68876599.jpg,angry
24096,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_82052012.jpg,neutral
24097,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_49050726.jpg,sad
24098,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_45490343.jpg,neutral
24099,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_77174546.jpg,fear
24100,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_31757450.jpg,happy
24101,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_37398028.jpg,fear
24102,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_56702604.jpg,surprise
24103,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_37054665.jpg,angry
24104,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_3341530.jpg,fear
24105,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_2747775.jpg,happy
24106,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_53263522.jpg,sad
24107,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_68618109.jpg,surprise
24108,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_57244325.jpg,sad
24109,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_65204985.jpg,sad
24110,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_25974030.jpg,sad
24111,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_5230340.jpg,angry
24112,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_49475760.jpg,angry
24113,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_26198680.jpg,sad
24114,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_44500675.jpg,neutral
24115,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_12775696.jpg,angry
24116,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_90246347.jpg,happy
24117,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_7487631.jpg,disgust
24118,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_87478365.jpg,sad
24119,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_16024594.jpg,angry
24120,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_92500029.jpg,happy
24121,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_42341840.jpg,happy
24122,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_46626227.jpg,fear
24123,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_51364045.jpg,happy
24124,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_74771618.jpg,happy
24125,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_8479553.jpg,sad
24126,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_18662734.jpg,fear
24127,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_89368042.jpg,sad
24128,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_35360314.jpg,surprise
24129,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_34591674.jpg,happy
24130,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_17767061.jpg,neutral
24131,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_89071413.jpg,sad
24132,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_96048601.jpg,angry
24133,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_65728119.jpg,happy
24134,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_13229897.jpg,sad
24135,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_33891570.jpg,happy
24136,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_57232317.jpg,fear
24137,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_5367395.jpg,neutral
24138,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_52655852.jpg,surprise
24139,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_48747723.jpg,neutral
24140,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_26411402.jpg,angry
24141,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_2861619.jpg,angry
24142,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_3785885.jpg,sad
24143,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_68145064.jpg,surprise
24144,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_6079820.jpg,sad
24145,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_56956996.jpg,angry
24146,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_22171190.jpg,surprise
24147,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_86081642.jpg,fear
24148,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_73706158.jpg,surprise
24149,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_481641.jpg,sad
24150,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_53117640.jpg,angry
24151,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_61196524.jpg,happy
24152,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_20898936.jpg,fear
24153,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_1677103.jpg,angry
24154,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_18057665.jpg,happy
24155,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_85669296.jpg,angry
24156,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_6214859.jpg,happy
24157,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_11865150.jpg,happy
24158,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_42473792.jpg,happy
24159,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_94156561.jpg,fear
24160,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_21706252.jpg,angry
24161,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_23554544.jpg,sad
24162,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_13678577.jpg,fear
24163,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_90257463.jpg,sad
24164,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_55766383.jpg,happy
24165,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_33996756.jpg,surprise
24166,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_45123910.jpg,fear
24167,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_62016922.jpg,neutral
24168,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_5962845.jpg,surprise
24169,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_536165.jpg,fear
24170,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_20926280.jpg,happy
24171,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_72246431.jpg,neutral
24172,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_83667190.jpg,angry
24173,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_1361521.jpg,sad
24174,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_18996876.jpg,sad
24175,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_93649643.jpg,happy
24176,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_71658995.jpg,surprise
24177,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_20064570.jpg,happy
24178,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_50076719.jpg,angry
24179,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_41318275.jpg,sad
24180,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_90274698.jpg,happy
24181,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_43421592.jpg,neutral
24182,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_9154984.jpg,neutral
24183,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_94776967.jpg,neutral
24184,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_91127589.jpg,disgust
24185,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_13573346.jpg,fear
24186,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_49978396.jpg,happy
24187,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_68005979.jpg,surprise
24188,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_51047699.jpg,happy
24189,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_995545.jpg,neutral
24190,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_10313464.jpg,happy
24191,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_18926836.jpg,happy
24192,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_21187032.jpg,happy
24193,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_63101660.jpg,angry
24194,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_87248788.jpg,surprise
24195,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_12072300.jpg,happy
24196,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_74750050.jpg,neutral
24197,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_84420760.jpg,happy
24198,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_52264621.jpg,happy
24199,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_73108057.jpg,happy
24200,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_95885779.jpg,angry
24201,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_8431729.jpg,surprise
24202,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_13287034.jpg,happy
24203,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_40580678.jpg,surprise
24204,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_59619019.jpg,neutral
24205,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_69754609.jpg,fear
24206,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_88598890.jpg,happy
24207,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_164916.jpg,happy
24208,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_45426284.jpg,happy
24209,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_5052351.jpg,happy
24210,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_62333895.jpg,fear
24211,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_37680245.jpg,angry
24212,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_27926223.jpg,neutral
24213,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_62595394.jpg,surprise
24214,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_94546112.jpg,neutral
24215,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_88817332.jpg,neutral
24216,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_20374615.jpg,neutral
24217,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_65338797.jpg,sad
24218,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_34530650.jpg,neutral
24219,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_9600739.jpg,happy
24220,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_8450734.jpg,sad
24221,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_64733718.jpg,fear
24222,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_21466445.jpg,happy
24223,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_86178100.jpg,angry
24224,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_74470648.jpg,sad
24225,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_5940600.jpg,happy
24226,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_51821307.jpg,fear
24227,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_30059470.jpg,sad
24228,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_4057689.jpg,sad
24229,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_96466505.jpg,angry
24230,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_10863234.jpg,fear
24231,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_31904430.jpg,neutral
24232,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_6478197.jpg,angry
24233,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_23588793.jpg,surprise
24234,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_97354153.jpg,happy
24235,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_93725542.jpg,happy
24236,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_10351430.jpg,sad
24237,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_8163935.jpg,happy
24238,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_90276199.jpg,happy
24239,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_89538511.jpg,neutral
24240,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_3451596.jpg,neutral
24241,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_22446551.jpg,neutral
24242,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_7287745.jpg,happy
24243,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_20375434.jpg,surprise
24244,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_32656696.jpg,happy
24245,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_56843771.jpg,disgust
